created_at	user_screen_name	user_name	text
Sat Oct 31 22:01:03 +0000 2020	Umelai0	. ° Ume °.	Feliz Halloween. 🧻 👁️👄👁️......... ... .#ハロウィン  #Halloween  #HappyHalloween2020 #Happy #Halloween2020… https://t.co/xoIhETV18p
Sat Oct 31 22:11:54 +0000 2020	kingjos88039560	kingjosh	RT @SAMKLEF: When everything is calm I will drop the new National anthem #Happy
Sat Oct 31 22:17:23 +0000 2020	Aquaivia	Aquaivia	Aquaivia® The Blue Side Of Green®: #Happy #Halloween!!! #aquaivia #hurricanestories #hurricane #ocean #water #beach… https://t.co/nJAW2OGOk3
Sat Oct 31 22:22:50 +0000 2020	Aquaivia	Aquaivia	Aquaivia® The Blue Side Of Green®: #Happy #Halloween  #aquaivia #Pattaya Beach Style #hurricanestories #hurricane… https://t.co/el6EKKlgCR
Sat Oct 31 22:29:11 +0000 2020	Berti_and_Ernie	Ernie and Berti	The dog kind of way to say: „Don't worry, be #happy!“#dogs  😄 https://t.co/8dnxsd2G8j
Sat Oct 31 22:32:31 +0000 2020	GlitteryWelder	ﾌ乇山乇ㄥ乙	Its that time aging 💯❤️🎃!! #halloween #happy #excited #me #mine https://t.co/Uofkn8giEe
Sat Oct 31 22:35:02 +0000 2020	AngelosPizzaNYC	Angelos Pizza NYC	from everyone here at #angelos, wishing you + your #family a very #happy + #safe #HALLOWWEEN! 🎃 🎃 👻 👻 ******… https://t.co/bufSS8IVS1
Sat Oct 31 22:38:08 +0000 2020	haileyheart69	Hailey Heart	Peek a boo-bie🎃🕸🕷#HappyHalloween2020 #spooky #boobies #Saturday #happy #Halloween #yummy https://t.co/D6Su21M8Tb
Sat Oct 31 22:42:28 +0000 2020	HanByeol_91	Han Byeol Choi	Be happy and forget meI hope you’re H A P P YBe happy and forget meI wish you’re H A P P Y#HAPPY
Sat Oct 31 22:44:00 +0000 2020	AllesUndNix_	AllesWasDuWillst	RT @herb_farmer_bob: #Happy #Halloween "Welcome to Jurrasic Park" #streamer #farmnation #pc #family https://t.co/FXQQJGyO3P
Sat Oct 31 22:44:44 +0000 2020	BrentWood1114	Brent Wood	RT @haileyheart69: Peek a boo-bie🎃🕸🕷#HappyHalloween2020 #spooky #boobies #Saturday #happy #Halloween #yummy https://t.co/D6Su21M8Tb
Sat Oct 31 23:01:52 +0000 2020	DheeVhyne	Your spec's spec.	Happy new month!#happy November❤️❤️
