created_at	user_screen_name	user_name	text
Thu Apr 30 22:12:01 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Brand New Oral-B SmartSeries Pro 6000 Electric Toothbrush - Black… https://t.co/iNu5NBBInw
Thu Apr 30 22:15:02 +0000 2020	ClaudiaPonto91	Claudia Ponto	Sorry, i miss my family a lot. #family #love #digitalart #happy https://t.co/JquxDzBwLR
Thu Apr 30 22:15:23 +0000 2020	wintle69_j	John Brown	RT @SummerSumptuous: Good morning Twitter world #Happy #Ass #Wednesday RT if you would make a mess 💦 💦 💦 on my ass have a great day all 💓💓💓…
Thu Apr 30 22:21:29 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life AMZDEAL Air Leg Massager w Heating Function Calf Circulation Model… https://t.co/QHTh9O7Evt
Thu Apr 30 22:21:34 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life oxygen tanks, regulators, shoulder bag for portable tank, and cart for… https://t.co/qCCHUPwHEV
Thu Apr 30 22:21:35 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life McCarty Sacro-Ease BRSCMT 19" Memory Foam W/ Tempur Back Support Gray… https://t.co/WrkaRLBp23
Thu Apr 30 22:31:23 +0000 2020	HEALTH_ideals	HEALTHideals	11 Best Running Leggings That Will Make You Excited To Log Miles #Healthy #Happy #Living https://t.co/M7KJDLryG2
Thu Apr 30 22:46:31 +0000 2020	loli_laguna	Loli laguna	RT @LuvUrRetriever: Not a care in the world 🐶 #happy https://t.co/8iLTztBBMW
Thu Apr 30 22:46:56 +0000 2020	IKnow_WhatIWant	Chocolate Princess	RT @keshon2raw: If you know me, it’s good vibes only 💯#6feetapart #covidsummer #blessed #happy #peace https://t.co/D7m8UUgXfi
Thu Apr 30 22:48:04 +0000 2020	IanCPIrvine	Ian C.P. Irvine	Six scientists. Six suicides. What secret are they dying to protect? https://t.co/WjkKEnZ9gY #goodread #happy Do you think could happen?
Thu Apr 30 22:58:48 +0000 2020	FarithAhamed6	Farith Ahamed	RT @Marikka87308022: #Happy Happy birthday #Thala#Valimai#HBDDearestThalaAJITH@thalaaravinth43 https://t.co/fE9Ic4TtQY
Thu Apr 30 23:06:20 +0000 2020	Balaji08018079	Balaji	https://t.co/XVAljtBPVh#happy birthday dearest thala
Thu Apr 30 23:11:16 +0000 2020	mizz_maomao	My Butterfly	RT @309KTYSS: Taeyeon’s @Spotify profile photo has been changed for #HAPPY release 💜 https://t.co/TPy4rJ5Cyi
Thu Apr 30 23:50:11 +0000 2020	Aosmars	ปุโรหิต⭐418	RT @taengod39: I’m giving that 39M hearts to Taeyeon even if break my hands. Nothing can stop me #taeyeon #happyJoin me on vlive https://…
Thu Apr 30 23:51:06 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Legiral Brushless Massage Gun Portable Body Muscle Massager… https://t.co/hO0UFLXi4s
Thu Apr 30 23:51:07 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Glass Cupping Therapy Set With 12 PIECE SET: 2x S, 4x M, 4x L, 2x XL… https://t.co/jFuhs5rH8m
Thu Apr 30 23:52:40 +0000 2020	rcmspeedy	rcmspeedy	Sometimes it’s just refreshing to get notifications on your phone that make you just smile. #smile #happy… https://t.co/e31Nog7jG7
Fri May 01 00:04:42 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Philips Respironics REMstar Plus C-Flex System One Humidifier Machine https://t.co/nOB8Y5ugub
Fri May 01 00:04:52 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life New VERSACE Frames Gold Black Metal Women Eyeglasses MOD.1246B 1332 52… https://t.co/pAD4W0wYDz
Fri May 01 00:04:53 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life BURBERRY B 2278 3742 RED EYEGLASSES FRAME RX B2278 52-17 https://t.co/dLaxe6aiGh
Fri May 01 00:04:54 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life NEW TOM FORD TF5424 052 DARK HAVANA AUTHENTIC EYEGLASSES FRAME RX 55… https://t.co/KIEPAFKscM
Fri May 01 00:08:02 +0000 2020	donaldmiller11	donald miller	RT @DaniellaTheSta1: #Chicago #Shhhhh #Sexy #Blonde #Fun #DateChicago #ChicagoDate #Happy #Busty Don't be shy.... https://t.co/gTgwnEUg7w
Fri May 01 00:08:58 +0000 2020	zerooyaah	nyx	RT @309KTYSS: Taeyeon’s @Spotify profile photo has been changed for #HAPPY release 💜 https://t.co/TPy4rJ5Cyi
Fri May 01 00:12:31 +0000 2020	zerooyaah	nyx	RT @309KTYSS: 200501 HAPPY Teaser ⑦https://t.co/VyQmKNbaABhttps://t.co/ZGnvjhY8si#Taeyeon #태연 #HAPPY https://t.co/YTWlAJoapp
Fri May 01 00:32:06 +0000 2020	xclusivdjpojam	EXCLUSIVE dj POJAM	Happy New month fams#happy#new#month#may#2020#StandOutDj#happynewmonth @ State Of Mind https://t.co/9JUKxoY5L0
Fri May 01 00:41:46 +0000 2020	overhauledjennz	Jen Lalaguna	With all its sham, drudgery, and broken dreams, it is still a beautiful #world. Be cheerful. Strive to be #happy.-… https://t.co/cQnBx5pq7S
Fri May 01 00:48:27 +0000 2020	sarah052794	Fanfictionwritertvseries	RT @LuvUrRetriever: Not a care in the world 🐶 #happy https://t.co/8iLTztBBMW
Fri May 01 01:01:16 +0000 2020	ChoosingLoveBot	Choosing Love	RT @KariJoys: #Thankful people are #Happy! #JoyTrain #Joy #Gratitude #GoldenHearts #IAM #Quote #MentalHealth #Mindfulness #ChooseLove #St…
Fri May 01 01:10:15 +0000 2020	anukalaimaran	Anukalaimaran	@ajithFC #happy birthday  thala
Fri May 01 01:16:11 +0000 2020	Taegangertweet	Sone	RT @309KTYSS: Taeyeon’s @Spotify profile photo has been changed for #HAPPY release 💜 https://t.co/TPy4rJ5Cyi
Fri May 01 01:18:36 +0000 2020	UImprompt	Imprompt U Online	#amazing #happy Women's Geometry Style Wristwatches https://t.co/OnAKElPTlS https://t.co/vzUB0dvo0Z
Fri May 01 01:26:07 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Shiatsu Neck And Shoulder Massager With Heat, Deep Tissue 3D Electric… https://t.co/VsQ9tM4AXa
Fri May 01 01:31:24 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Philips Respironics SE2010 SleepEasy C-Flex DOM https://t.co/kZinNQ3m3Q
Fri May 01 01:31:30 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Philips Sonicare ExpertResults 7000 Rechargeable Toothbrush, white… https://t.co/lp4zCO7Gqp
Fri May 01 01:31:32 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Lonestar Purmeric 60 Organic Capsules Free Shipping Dr wallach coast… https://t.co/Ibio6qXGXK
Fri May 01 01:31:43 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life NIKE with FLEXON Eyeglasses Frame Petite NIKE4080 045 47-19-140 Silver… https://t.co/NMYZ42sRty
Fri May 01 01:31:52 +0000 2020	Eyxa3	Eyxa_	RT @309KTYSS: 200501 HAPPY Teaser Weibo (4480x6720)https://t.co/ipffcCBHbfhttps://t.co/GvYoXE20yb#Taeyeon #태연 #HAPPY https://t.co/ZuYpvy…
Fri May 01 01:31:54 +0000 2020	Eyxa3	Eyxa_	RT @309KTYSS: 200501 HAPPY Teaser ⑦https://t.co/VyQmKNbaABhttps://t.co/ZGnvjhY8si#Taeyeon #태연 #HAPPY https://t.co/YTWlAJoapp
Fri May 01 01:37:29 +0000 2020	jamesmarks176	James marks	RT @TinaBug23: Why are we all so compelled to fight for each other’s medical freedom? bc it makes me #happy to see your kid #healthy 🙌🏼#…
Fri May 01 01:39:11 +0000 2020	RSundarapandiy2	R.Sundarapandiyan	#Happy birthday thala##proud to be say we are thala fan# #HBDDearestThalaAJITH
Fri May 01 01:50:53 +0000 2020	LyfeOfRyley	Lyfe of Ryley	Happy girls are the prettiest...#happy
Fri May 01 01:52:22 +0000 2020	SpeedHan	ł~ ᖇ ɛ ʍ 𝒾 ɲ 𝒾 ᔕ 𝒞 є ɳ ɔ ૯ ~ł	RT @sonexjinro: @GirlsGeneration MV TEASER IN A FEW HOURS, YES!!! #HAPPY https://t.co/oNglva2ZPl
Fri May 01 01:57:34 +0000 2020	NewMadonna1	nm	RT @NewMadonna1: Jonathan Carr https://t.co/SllCx0OKq1  #love#instagood #fashion #photooftheday #beautiful #art #happy #instagram #instad…
Fri May 01 01:58:02 +0000 2020	Tamilar85688675	Tamilarasan	#Happy Birthday my dear Thala sir . Many many more happy returns of the day...
Fri May 01 02:03:48 +0000 2020	Wholesomeandin1	Wholesome and interesting content	Looks very comfortable#nature #natureart #naturefuture #naturelovers #natureperfection #happiness #happy #pretty… https://t.co/JIG3qdUCff
Fri May 01 02:03:54 +0000 2020	getaffirmation	Daily Affirmations	RT @Wholesomeandin1: Looks very comfortable#nature #natureart #naturefuture #naturelovers #natureperfection #happiness #happy #pretty #aff…
Fri May 01 02:05:04 +0000 2020	wellersco	Kelly Valdez	Day 601 of happy 2.0! This is so damn funny but such a great explanation. Wear your masks people! @😊#happy #masks… https://t.co/P4c9pv0q2x
Fri May 01 02:11:48 +0000 2020	fariytaIe	‏ً	RT @taengod39: I’m giving that 39M hearts to Taeyeon even if break my hands. Nothing can stop me #taeyeon #happyJoin me on vlive https://…
Fri May 01 02:15:28 +0000 2020	khuntoru	峯岸 亨	I'm happy I can come here again today too. ☕️🌿🌿🌿🌿🌿#happy #morning #coffee #goodmorning #DayToDay #cafe #thailand… https://t.co/arTjKSyfhL
Fri May 01 02:19:32 +0000 2020	retiredhca	Amanda🌸	RT @LyfeOfRyley: Happy girls are the prettiest...#happy
Fri May 01 02:20:41 +0000 2020	sonehong	SONE－Lucy	RT @309KTYSS: Taeyeon’s @Spotify profile photo has been changed for #HAPPY release 💜 https://t.co/TPy4rJ5Cyi
Fri May 01 02:21:39 +0000 2020	saudmali	Er. Saud Mohammed Ali	“No human masterpiece has been created without great labour.”#May1st #May1 #MayDay #Happy #LabourDay #Labour #day… https://t.co/oItudVhCma
Fri May 01 02:23:00 +0000 2020	The___Johnny	Johnny	RT @ActionComplete: I have chosen to be #HAPPY because it is good for my health.~Voltaire#quotes #happiness #positivity https://t.co/MpWR…
Fri May 01 02:30:21 +0000 2020	Navaneethan_769	Navaneethan.S	#Happy birthday thala ajith sir🎂💐🎉
Fri May 01 02:35:56 +0000 2020	SaveHappyNow	#SAVEHAPPY 🦄 🎃	Had @SYFY not cancelled it, this wouldn't be a problem.Which is why we're asking all the @HappySYFY/#Happy! fans… https://t.co/uXWEzFIAD2
Fri May 01 02:38:59 +0000 2020	vinomadhu78	vino	#HBDDearestThalaAJITH#Happy birthday ajith sir.. Gentlemen.... https://t.co/QbaogGT3eY
Fri May 01 02:48:05 +0000 2020	solaijavith	javith	#happy birthday dearest thala Ajith sir .
Fri May 01 02:49:42 +0000 2020	Babybun32267204	BabyUmpah-pah	RT @309KTYSS: Taeyeon’s @Spotify profile photo has been changed for #HAPPY release 💜 https://t.co/TPy4rJ5Cyi
Fri May 01 02:50:29 +0000 2020	K72Karthikr	Karthikr.k72@gmail.com	#happy birthday the Human God Ajith #
Fri May 01 02:52:05 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Snailax Shiatsu Massage Chair Pad Cushion w Heat Kneading Back… https://t.co/Sjr6lIKXr7
Fri May 01 02:53:36 +0000 2020	AnimatorsPal	Animators Pal	RT @AfterEffectsAE: Happy Easter Day (4 in 1) https://t.co/bhxa9LgoIJ #animation #bunny #easter #EasterDay #egg #happy #holiday #opener #pr…
Fri May 01 03:18:58 +0000 2020	singalem	ᗰᗩᑎᒍᗩ	RT @309KTYSS: 200501 HAPPY Teaser Weibo (4480x6720)https://t.co/ipffcCBHbfhttps://t.co/GvYoXE20yb#Taeyeon #태연 #HAPPY https://t.co/ZuYpvy…
Fri May 01 03:25:11 +0000 2020	saramaffei0982	Sara	Some days I’m #happy Some days I’m #scared Some days I’m #calm Some days I’m #anxious Some days I’m #positive… https://t.co/AooS9JwQ25
Fri May 01 03:34:06 +0000 2020	LifeTechnology1	Life Technology™	#Health #Happy #Life Massage Gun,30 Speed Level Deep Tissue Percussion with 6 Heads and… https://t.co/fBuNvyso8T
Fri May 01 03:34:14 +0000 2020	Nikhilfans_Adda	NIKHIL FANS™ may2nd trend 🔔	RT @chandupandu123: #Happy worker's day.  But present lock down time..#stay safe #stay home🏡@actor_Nikhil@Team_nikhil @Aditya_Aadi10 @sri…
